Designator,Mid X,Mid Y,Rotation,Layer
J1,55.0,-57.075,0.0,top
J2,55.0,-70.903571,0.0,top
J3,55.0,-84.732143,0.0,top
J4,55.0,-98.560714,0.0,top
J5,55.0,-112.389286,0.0,top
J6,55.0,-126.217857,0.0,top
J7,55.0,-140.046429,0.0,top
J8,55.0,-153.875,0.0,top
