Designator,Footprint,Quantity,Value,LCSC Part #
J1,Jack_3.5mm_WQP-PJ398SM_Vertical_Tight,1,IN1,
J2,Jack_3.5mm_WQP-PJ398SM_Vertical_Tight,1,OUT1,
J3,Jack_3.5mm_WQP-PJ398SM_Vertical_Tight,1,OUT2,
J4,Jack_3.5mm_WQP-PJ398SM_Vertical_Tight,1,OUT3,
J5,Jack_3.5mm_WQP-PJ398SM_Vertical_Tight,1,IN2,
J6,Jack_3.5mm_WQP-PJ398SM_Vertical_Tight,1,OUT4,
J7,Jack_3.5mm_WQP-PJ398SM_Vertical_Tight,1,OUT5,
J8,Jack_3.5mm_WQP-PJ398SM_Vertical_Tight,1,OUT6,
